Warcraft,Action|Adventure|Fantasy,7380,134
Terminator Genisys,Action|Adventure|Sci-Fi,7560,152
The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure|Family|Fantasy,6780,130
Pearl Harbor,Action|Drama|History|Romance|War,11040,208
Transformers,Action|Adventure|Sci-Fi,8640,153
Alexander,Action|Adventure|Biography|Drama|History|Romance|War,12360,103
Harry Potter and the Order of the Phoenix,Adventure|Family|Fantasy|Mystery,8280,134
Harry Potter and the Goblet of Fire,Adventure|Family|Fantasy|Mystery,9420,141
Hancock,Action|Drama,6120,188
I Am Legend,Drama|Horror|Sci-Fi,6240,163
Charlie and the Chocolate Factory,Adventure|Comedy|Family|Fantasy,6900,176
Ratatouille,Animation|Comedy|Family|Fantasy,6660,151
Batman Begins,Action|Adventure,7680,145
Madagascar: Escape 2 Africa,Action|Adventure|Animation|Comedy|Family,5340,111
Night at the Museum: Battle of the Smithsonian,Adventure|Comedy|Family|Fantasy,6300,150
X-Men Origins: Wolverine,Action|Adventure|Fantasy|Sci-Fi|Thriller,7140,152
The Matrix Revolutions,Action|Sci-Fi,7740,151
Frozen,Adventure|Animation|Comedy|Family|Fantasy|Musical,6120,153
The Matrix Reloaded,Action|Sci-Fi,8280,152
Thor: The Dark World,Action|Adventure|Fantasy,6720,151
Mad Max: Fury Road,Action|Adventure|Sci-Fi|Thriller,7200,152
Angels & Demons,Mystery|Thriller,8760,138
Thor,Action|Adventure|Fantasy,6900,153
Bolt,Adventure|Animation|Comedy|Drama|Family,5760,121
G-Force,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,5280,153
Wrath of the Titans,Action|Adventure|Fantasy,5940,142
Dark Shadows,Comedy|Fantasy|Horror,6780,154
Mission: Impossible - Rogue Nation,Action|Adventure|Thriller,7860,162
The Wolfman,Drama|Fantasy|Horror|Thriller,7140,156
The Legend of Tarzan,Action|Adventure|Drama|Romance,6600,128
Bee Movie,Adventure|Animation|Comedy|Family,5460,91
Kung Fu Panda 2,Action|Adventure|Animation|Comedy|Family,5400,134
The Last Airbender,Action|Adventure|Family|Fantasy,6180,115
Mission: Impossible III,Action|Adventure|Thriller,7440,111
White House Down,Action|Drama|Thriller,7860,151
Mars Needs Moms,Action|Adventure|Animation|Comedy|Family|Sci-Fi,5280,152
Flushed Away,Adventure|Animation|Comedy|Family,5100,127
Pan,Adventure|Family|Fantasy,6660,146
Mr. Peabody & Sherman,Adventure|Animation|Comedy|Family|Sci-Fi,5520,151
Troy,Adventure,11760,89
Madagascar 3: Europe's Most Wanted,Adventure|Animation|Comedy|Family,5580,151
Die Another Day,Action|Adventure|Thriller,7980,136
Ghostbusters,Action|Comedy|Fantasy|Sci-Fi,6960,158
Armageddon,Action|Adventure|Sci-Fi|Thriller,9180,192
Men in Black II,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,5280,126
Beowulf,Action|Adventure|Animation|Fantasy,6900,127
Kung Fu Panda 3,Action|Adventure|Animation|Comedy|Family,5700,127
Mission: Impossible - Ghost Protocol,Action|Adventure|Thriller,7980,142
Rise of the Guardians,Adventure|Animation|Family|Fantasy,5820,150
Fun with Dick and Jane,Comedy|Crime,5400,123
The Last Samurai,Action|Drama|History|War,9240,199
Exodus: Gods and Kings,Action|Adventure|Drama,9000,189
Star Trek,Action|Adventure|Sci-Fi,7620,136
Spider-Man,Action|Adventure|Fantasy|Romance,7260,164
How to Train Your Dragon 2,Action|Adventure|Animation|Comedy|Family|Fantasy,6120,149
Gods of Egypt,Action|Adventure|Fantasy,7560,136
Stealth,Action|Adventure|Sci-Fi|Thriller,7260,148
Watchmen,Action|Drama|Mystery|Sci-Fi,12900,146
Lethal Weapon 4,Action|Crime|Thriller,7620,140
Hulk,Action|Sci-Fi,8280,128
G.I. Joe: Retaliation,Action|Adventure|Sci-Fi|Thriller,7320,171
Sahara,Action|Adventure|Comedy|Thriller,7440,148
Final Fantasy: The Spirits Within,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,6360,132
Captain America: The First Avenger,Action|Adventure|Sci-Fi,7440,151
The World Is Not Enough,Action|Adventure|Thriller,7680,139
Master and Commander: The Far Side of the World,Action|Adventure|Drama|History|War,8280,183
The Twilight Saga: Breaking Dawn - Part 2,Adventure|Drama|Fantasy|Romance,6900,137
Happy Feet 2,Animation|Comedy|Family|Musical,6000,106
The Incredible Hulk,Action|Adventure|Sci-Fi,8100,128
Miami Vice,Action|Crime|Drama|Mystery|Thriller,3600,63
The BFG,Adventure|Family|Fantasy,7020,143
The Revenant,Adventure|Drama|Thriller|Western,9360,168
Turbo,Adventure|Animation|Comedy|Family|Sport,5760,146
Rango,Adventure|Animation|Comedy|Family|Western,6420,125
Penguins of Madagascar,Adventure|Animation|Comedy|Family,5520,150
The Bourne Ultimatum,Action|Mystery|Thriller,6900,91
Kung Fu Panda,Action|Adventure|Animation|Comedy|Family,5520,130
Ant-Man,Action|Adventure|Comedy|Sci-Fi,7020,150
The Hunger Games: Catching Fire,Adventure|Sci-Fi|Thriller,8760,170
The Twilight Saga: Breaking Dawn - Part 2,Adventure|Drama|Fantasy|Romance,6900,137
Home,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,5640,151
War of the Worlds,Adventure|Sci-Fi|Thriller,6960,145
Bad Boys II,Action|Comedy|Crime|Thriller,8820,148
Puss in Boots,Action|Adventure|Animation|Comedy|Family|Fantasy,5400,121
Salt,Action|Crime|Mystery|Thriller,6060,119
Noah,Action|Adventure|Drama,8280,146
The Adventures of Tintin,Action|Adventure|Family|Mystery,6420,135
Harry Potter and the Prisoner of Azkaban,Adventure|Family|Fantasy|Mystery,8520,138
Australia,Adventure|Drama|Romance|War,9900,127
After Earth,Action|Adventure|Sci-Fi,6000,152
Dinosaur,Adventure|Animation|Family|Thriller,4920,163
Night at the Museum: Secret of the Tomb,Adventure|Comedy|Family|Fantasy,5880,142
Megamind,Action|Animation|Comedy|Family|Sci-Fi,5700,151
Harry Potter and the Sorcerer's Stone,Adventure|Family|Fantasy,9540,137
R.I.P.D.,Action|Comedy|Fantasy,5760,171
Godzilla Resurgence,Action|Adventure|Drama|Horror|Sci-Fi,7200,122
Pirates of the Caribbean: The Curse of the Black Pearl,Action|Adventure|Fantasy,8580,146
The Hunger Games: Mockingjay - Part 1,Adventure|Sci-Fi|Thriller,7380,124
The Da Vinci Code,Mystery|Thriller,10440,135
Rio 2,Adventure|Animation|Comedy|Family|Musical,6060,148
X-Men 2,Action|Adventure|Fantasy|Sci-Fi|Thriller,8040,147
Fast Five,Action|Crime|Thriller,7920,149
Sherlock Holmes: A Game of Shadows,Action|Adventure|Crime|Mystery|Thriller,7740,156
Clash of the Titans,Action|Adventure|Fantasy,6360,138
Total Recall,Action|Sci-Fi,6780,147
The 13th Warrior,Action|Adventure|History,6120,88
The Bourne Legacy,Action|Adventure|Thriller,8100,114
Batman & Robin,Action,7500,175
How the Grinch Stole Christmas,Comedy|Family|Fantasy,6600,136
The Day After Tomorrow,Action|Adventure|Sci-Fi|Thriller,7440,129
Mission: Impossible II,Action|Adventure|Thriller,7380,122
The Perfect Storm,Action|Adventure|Drama|Thriller,7800,145
Fantastic 4: Rise of the Silver Surfer,Action|Adventure|Sci-Fi|Thriller,5520,130
Life of Pi,Adventure|Drama|Fantasy,7620,138
Ghost Rider,Action|Fantasy|Thriller,7380,107
Jason Bourne,Action|Thriller,7380,149
Charlie's Angels: Full Throttle,Action|Adventure|Comedy|Crime,6420,154
Prometheus,Adventure|Mystery|Sci-Fi,7440,151
Stuart Little 2,Adventure|Animation|Comedy|Family|Fantasy,4620,147
Elysium,Action|Drama|Sci-Fi|Thriller,6540,136
The Chronicles of Riddick,Action|Adventure|Sci-Fi|Thriller,8040,144
RoboCop,Action|Crime|Sci-Fi|Thriller,7020,140
Speed Racer,Action|Family|Sport,8100,123
How Do You Know,Comedy|Drama|Romance,7260,173
Knight and Day,Action|Comedy|Romance,7020,151
Oblivion,Action|Adventure|Mystery|Sci-Fi,7440,157
Star Wars: Episode III - Revenge of the Sith,Action|Adventure|Fantasy|Sci-Fi,8400,151
Star Wars: Episode II - Attack of the Clones,Action|Adventure|Fantasy|Sci-Fi,8520,151
"Monsters, Inc.",Adventure|Animation|Comedy|Family|Fantasy,5520,116
The Wolverine,Action|Adventure|Sci-Fi|Thriller,8280,116
Star Wars: Episode I - The Phantom Menace,Action|Adventure|Fantasy|Sci-Fi,8160,133
The Croods,Adventure|Animation|Comedy|Family|Fantasy,5880,142
Asterix at the Olympic Games,Adventure|Comedy|Family|Fantasy,6960,130
Windtalkers,Action|Drama|War,9180,139
The Huntsman: Winter's War,Action|Adventure|Drama|Fantasy,7200,161
Teenage Mutant Ninja Turtles,Action|Adventure|Comedy|Sci-Fi,6060,146
Gravity,Adventure|Drama|Sci-Fi|Thriller,5460,143
Dante's Peak,Action|Adventure|Thriller,6480,153
Teenage Mutant Ninja Turtles: Out of the Shadows,Action|Adventure|Comedy|Sci-Fi,6720,137
Fantastic Four,Action|Adventure|Sci-Fi,6000,174
Night at the Museum,Action|Adventure|Comedy|Family|Fantasy,6480,147
San Andreas,Action|Adventure|Drama|Thriller,6840,122
Tomorrow Never Dies,Action|Adventure|Thriller,7140,150
The Patriot,Action|Drama|History|War,8520,161
Ocean's Twelve,Crime|Thriller,7500,132
Mr. & Mrs. Smith,Action|Comedy|Crime|Romance|Thriller,7560,121
Insurgent,Adventure|Sci-Fi|Thriller,7140,145
The Aviator,Biography|Drama,10200,184
Gulliver's Travels,Adventure|Comedy|Family|Fantasy,5100,175
The Green Hornet,Action|Comedy|Crime|Sci-Fi|Thriller,7140,154
The A-Team,Action|Adventure|Crime,3600,104
300: Rise of an Empire,Action|Drama|Fantasy|War,6120,150
The Smurfs,Adventure|Animation|Comedy|Family|Fantasy,6180,108
Home on the Range,Animation|Comedy|Family|Music|Western,4560,122
Allegiant,Action|Adventure|Mystery|Sci-Fi|Thriller,7200,144
Real Steel,Action|Drama|Sci-Fi|Sport,7620,153
The Smurfs 2,Adventure|Animation|Comedy|Family|Fantasy,6300,123
Speed 2: Cruise Control,Action|Crime|Romance|Thriller,7260,153
Ender's Game,Action|Sci-Fi,6840,114
Live Free or Die Hard,Action|Adventure|Thriller,7740,139
The Lord of the Rings: The Fellowship of the Ring,Action|Adventure|Drama|Fantasy,10260,176
Around the World in 80 Days,Action|Adventure|Comedy,7200,148
Ali,Biography|Drama|Sport,9900,176
The Cat in the Hat,Adventure|Comedy|Family|Fantasy,4920,124
"I, Robot",Action|Mystery|Sci-Fi|Thriller,6900,147
Kingdom of Heaven,Action|Adventure|Drama|History|War,11640,162
Stuart Little,Adventure|Comedy|Family|Fantasy,5040,147
The Princess and the Frog,Animation|Family|Fantasy|Musical|Romance,5820,145
The Martian,Adventure|Drama|Sci-Fi,9060,189
"10,000 B.C.",Comedy,1320,143
The Island,Action|Adventure|Romance|Sci-Fi|Thriller,8160,103
Town & Country,Comedy|Romance,6240,143
Gone in Sixty Seconds,Action|Crime|Thriller,7620,129
Gladiator,Action|Drama|Romance,10260,165
Minority Report,Action|Mystery|Sci-Fi|Thriller,8700,126
Harry Potter and the Chamber of Secrets,Adventure|Family|Fantasy|Mystery,10440,132
Casino Royale,Action|Adventure|Thriller,8640,150
Planet of the Apes,Action|Adventure|Sci-Fi|Thriller,7140,156
Terminator 2: Judgment Day,Action|Sci-Fi,9180,126
Public Enemies,Biography|Crime|Drama|History|Romance,8400,160
American Gangster,Biography|Crime|Drama,10560,116
True Lies,Action|Comedy|Thriller,8460,148
The Taking of Pelham 1 2 3,Action|Crime|Thriller,6360,154
Little Fockers,Comedy|Romance,5880,138
The Other Guys,Action|Comedy|Crime,6960,154
Eraser,Action|Drama|Mystery|Thriller,6900,118
Django Unchained,Drama|Western,9900,156
The Hunchback of Notre Dame,Animation|Drama|Family|Musical|Romance,5460,135
The Emperor's New Groove,Adventure|Animation|Comedy|Family|Fantasy,4680,144
The Expendables 2,Action|Adventure|Thriller,6180,143
National Treasure,Action|Adventure|Comedy|Family|Mystery,7860,151
Eragon,Action|Adventure|Family|Fantasy,6240,146
Where the Wild Things Are,Adventure|Drama|Family|Fantasy,6060,155
Pan,Adventure|Family|Fantasy,6660,146
Epic,Adventure|Animation|Family|Fantasy,6120,138
The Tourist,Action|Romance|Thriller,6180,141
End of Days,Action|Fantasy|Horror|Mystery,7260,142
Blood Diamond,Adventure|Drama|Thriller,8580,174
The Wolf of Wall Street,Biography|Comedy|Crime|Drama,14400,134
Batman Forever,Action|Adventure|Fantasy,7260,145
Starship Troopers,Action|Sci-Fi|War,7740,114
Cloud Atlas,Drama|Sci-Fi,10320,154
Legend of the Guardians: The Owls of Ga'Hoole,Action|Adventure|Animation|Family|Fantasy,6060,181
Catwoman,Action|Crime|Fantasy|Romance|Thriller,5220,118
Hercules,Action|Adventure,6060,141
Treasure Planet,Adventure|Animation|Family|Sci-Fi,5700,117
Land of the Lost,Adventure|Comedy|Sci-Fi,6120,170
The Expendables 3,Action|Adventure|Thriller,7860,144
Point Break,Action|Crime|Sport|Thriller,6840,154
Son of the Mask,Comedy|Family|Fantasy,5640,110
In the Heart of the Sea,Action|Adventure|Biography|Drama|History|Thriller,7320,155
The Adventures of Pluto Nash,Action|Comedy|Sci-Fi,5700,75
Green Zone,Action|Drama|Thriller|War,6900,130
The Peanuts Movie,Adventure|Animation|Comedy|Family,5280,174
The Spanish Prisoner,Drama|Mystery|Thriller,6600,119
The Mummy Returns,Action|Adventure|Fantasy|Thriller,7800,106
Gangs of New York,Crime|Drama,12960,159
The Flowers of War,Drama|History|Romance|War,8760,153
Surf's Up,Animation|Comedy|Family|Sport,5100,149
The Stepford Wives,Comedy|Sci-Fi|Thriller,5580,151
Black Hawk Down,Drama|History|War,9120,146
The Campaign,Comedy,5100,153
The Fifth Element,Action|Adventure|Sci-Fi,7560,163
Sex and the City 2,Comedy|Drama|Romance,8760,153
The Road to El Dorado,Adventure|Animation|Comedy|Family|Romance,5340,134
Ice Age: Continental Drift,Adventure|Animation|Comedy|Family,5280,150
Cinderella,Drama|Family|Fantasy|Romance,6300,160
The Lovely Bones,Drama|Fantasy|Thriller,8100,151
Finding Nemo,Adventure|Animation|Comedy|Family,6000,134
The Lord of the Rings: The Return of the King,Action|Adventure|Drama|Fantasy,11520,207
The Lord of the Rings: The Two Towers,Action|Adventure|Drama|Fantasy,10320,188
Seventh Son,Action|Adventure|Fantasy,6120,132
Lara Croft: Tomb Raider,Action|Adventure|Fantasy|Thriller,6000,130
Transcendence,Drama|Mystery|Romance|Sci-Fi|Thriller,7140,152
Jurassic Park III,Action|Adventure|Sci-Fi|Thriller,5520,99
Rise of the Planet of the Apes,Action|Drama|Sci-Fi|Thriller,6300,136
The Spiderwick Chronicles,Adventure|Family|Fantasy,6420,168
A Good Day to Die Hard,Action|Thriller,6060,145
The Alamo,Drama|History|War|Western,8220,148
The Incredibles,Action|Adventure|Animation|Family,6900,117
Cutthroat Island,Action|Adventure|Comedy,7440,124
Percy Jackson & the Olympians: The Lightning Thief,Adventure|Family|Fantasy,7080,151
Men in Black,Adventure|Comedy|Family|Mystery|Sci-Fi,5880,145
Toy Story 2,Adventure|Animation|Comedy|Family|Fantasy,4920,139
Unstoppable,Action|Thriller,5880,180
Rush Hour 2,Action|Comedy|Crime|Thriller,5400,151
What Lies Beneath,Drama|Fantasy|Horror|Mystery|Thriller,7800,97
Cloudy with a Chance of Meatballs,Animation|Comedy|Family|Sci-Fi,5400,138
Ice Age: Dawn of the Dinosaurs,Action|Adventure|Animation|Comedy|Family,5640,145
The Secret Life of Walter Mitty,Adventure|Comedy|Drama|Fantasy|Romance,6840,122
Charlie's Angels,Action|Adventure|Comedy|Crime|Thriller,5640,149
The Departed,Crime|Drama|Thriller,9060,151
Mulan,Adventure|Animation|Family|Fantasy|Musical|War,5280,80
Tropic Thunder,Action|Comedy,7260,151
The Girl with the Dragon Tattoo,Crime|Drama|Mystery|Thriller,9480,230
Die Hard with a Vengeance,Action|Adventure|Thriller,7680,165
Sherlock Holmes,Action|Adventure|Crime|Mystery|Thriller,7680,152
Ben-Hur,Adventure|Drama|History,8460,153
Atlantis: The Lost Empire,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,5700,177
Alvin and the Chipmunks: The Road Chip,Adventure|Animation|Comedy|Family|Fantasy|Music,5520,146
Valkyrie,Drama|History|Thriller|War,7260,151
You Don't Mess with the Zohan,Action|Comedy,6780,136
Pixels,Action|Animation|Comedy|Sci-Fi,6360,159
A.I. Artificial Intelligence,Adventure|Drama|Sci-Fi,8760,144
The Haunted Mansion,Comedy|Family|Fantasy|Horror|Mystery,5280,168
Contact,Drama|Mystery|Sci-Fi|Thriller,9000,148
Hollow Man,Action|Horror|Sci-Fi|Thriller,7140,139
The Interpreter,Crime|Mystery|Thriller,7680,153
Percy Jackson: Sea of Monsters,Adventure|Family|Fantasy,6360,142
Lara Croft Tomb Raider: The Cradle of Life,Action|Adventure|Fantasy,7020,183
Now You See Me 2,Action|Adventure|Comedy|Crime|Mystery|Thriller,7740,142
The Saint,Action|Adventure|Romance|Sci-Fi|Thriller,6960,164
Spy Game,Action|Crime|Thriller,6840,150
Mission to Mars,Adventure|Sci-Fi|Thriller,6840,151
Rio,Adventure|Animation|Comedy|Family|Musical,5760,167
Bicentennial Man,Comedy|Drama|Sci-Fi,7920,160
Volcano,Action|Drama|Sci-Fi|Thriller,6240,146
The Devil's Own,Action|Crime|Drama|Thriller,6660,143
K-19: The Widowmaker,Drama|History|Thriller|War,8280,176
Fantastic Four,Action|Adventure|Sci-Fi,6000,174
Conan the Barbarian,Adventure|Fantasy,7740,136
Cinderella Man,Biography|Drama|Sport,8640,151
The Nutcracker in 3D,Action|Family|Fantasy|Musical,6600,146
Seabiscuit,Drama|History|Sport,8400,197
Twister,Action|Adventure|Drama|Thriller,6780,129
The Fast and the Furious,Action|Crime|Thriller,6360,131
Cast Away,Adventure|Drama|Romance,8580,153
Happy Feet,Animation|Comedy|Family|Music|Romance,6480,144
The Bourne Supremacy,Action|Mystery|Thriller,6480,118
Air Force One,Action|Adventure|Drama|Thriller,7440,143
Ocean's Eleven,Crime|Thriller,6960,129
The Three Musketeers,Action|Adventure|Romance,6600,129
Hotel Transylvania,Animation|Comedy|Family|Fantasy,5460,154
Enchanted,Animation|Comedy|Family|Fantasy|Musical|Romance,6420,151
Hannibal,Crime|Drama|Horror|Mystery|Thriller,2640,109
Safe House,Action|Crime|Mystery|Thriller,6900,154
102 Dalmatians,Adventure|Comedy|Family,6000,141
Tower Heist,Action|Comedy|Crime,6240,179
The Holiday,Comedy|Romance,8280,148
Enemy of the State,Action|Crime|Drama|Mystery|Thriller,8400,147
It's Complicated,Comedy|Drama|Romance,7200,153
Ocean's Thirteen,Crime|Thriller,7320,142
Open Season,Adventure|Animation|Comedy|Family,4980,129
Divergent,Adventure|Mystery|Sci-Fi,8340,151
Enemy at the Gates,Drama|History|War,7860,176
The Rundown,Action|Adventure|Comedy|Thriller,6240,154
Last Action Hero,Action|Adventure|Comedy|Fantasy,7800,212
Memoirs of a Geisha,Drama|Romance,8700,151
The Fast and the Furious: Tokyo Drift,Action|Crime|Thriller,6240,127
Arthur Christmas,Adventure|Animation|Comedy|Family|Fantasy,5820,154
Meet Joe Black,Drama|Fantasy|Romance,10680,147
Collateral Damage,Action|Drama|Thriller,6480,167
All That Jazz,Comedy|Drama|Music|Musical,7380,94
Mirror Mirror,Adventure|Comedy|Drama|Family|Fantasy,6360,154
Scott Pilgrim vs. the World,Action|Comedy|Fantasy|Romance,6720,153
The Core,Action|Adventure|Sci-Fi|Thriller,8100,134
Nutty Professor II: The Klumps,Comedy|Romance|Sci-Fi,6540,151
Scooby-Doo,Adventure|Comedy|Mystery,5160,105
Dredd,Action|Sci-Fi,5700,151
Click,Comedy|Drama|Fantasy|Romance,6420,120
Creepshow,Comedy|Fantasy|Horror,7800,102
Cats & Dogs: The Revenge of Kitty Galore,Action|Comedy|Family|Fantasy,4920,169
Jumper,Action|Adventure|Sci-Fi|Thriller,5280,136
Hellboy II: The Golden Army,Action|Adventure|Fantasy|Horror|Sci-Fi,7200,157
Zodiac,Crime|Drama|History|Mystery|Thriller,9720,148
The 6th Day,Action|Mystery|Sci-Fi|Thriller,7380,104
Bruce Almighty,Comedy|Drama,6060,150
The Expendables,Action|Adventure|Thriller,6780,154
Mission: Impossible,Action|Adventure|Thriller,6600,153
The Hunger Games,Adventure|Drama|Sci-Fi|Thriller,8520,158
The Hangover Part II,Comedy,6120,152
Batman Returns,Action,7560,148
Over the Hedge,Adventure|Animation|Comedy|Family,4980,126
Lilo & Stitch,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,5100,139
